Crime ID,Date,Time,City,Location,Latitude,Longitude,Crime Type,Number of Crimes,Number of Arrests,Arrest Made,Severity
C1954,2024-02-11,23:36,Oklahoma City,Blair Prairie,35.4676,-97.5164,Homicide,1,1,Arrest Made,High
C1955,2024-03-07,17:15,Tulsa,Lisa Mall,36.15398,-95.99277,Assault,1,0,No Arrest,Medium
C1956,2023-12-26,01:00,Oklahoma City,Oscar Hill,35.4676,-97.5164,Drug Offense,1,0,No Arrest,Medium
C1957,2023-11-07,19:31,Houston,Moreno Mountain,29.7604,-95.3698,Vandalism,1,0,No Arrest,Low
C1958,2023-08-28,16:58,Oklahoma City,Michael Cliffs,35.4676,-97.5164,Drug Offense,1,2,Arrest Made,Medium
C1959,2024-03-29,12:59,Little Rock,Campbell Plains,34.7465,-92.2896,Robbery,1,0,No Arrest,High
C1960,2025-02-06,12:56,Little Rock,Hill Trail,34.7465,-92.2896,Theft,1,0,No Arrest,Low
C1961,2025-01-20,12:21,Houston,Philip Stravenue,29.7604,-95.3698,Fraud,1,2,Arrest Made,Medium
C1962,2024-11-01,07:29,Houston,Gordon Parks,29.7604,-95.3698,Drug Offense,1,1,Arrest Made,Medium
C1963,2024-07-20,02:38,San Antonio,George Shoal,29.4241,-98.4936,Vandalism,1,1,Arrest Made,Low
C1964,2025-05-31,07:12,Oklahoma City,Pennington Gateway,35.4676,-97.5164,Burglary,1,0,No Arrest,Medium
C1965,2025-04-01,21:23,Kansas City,Miller Corners,39.0997,-94.5786,Fraud,1,2,Arrest Made,Medium
C1966,2025-03-21,09:58,Little Rock,Jay Forges,34.7465,-92.2896,Fraud,1,0,No Arrest,Medium
C1967,2023-06-19,01:53,Austin,Williams Orchard,30.2672,-97.7431,Vandalism,1,2,Arrest Made,Low
C1968,2023-08-19,11:16,Dallas,Lisa Forks,32.7767,-96.797,Theft,1,0,No Arrest,Low
C1969,2024-12-28,22:36,Oklahoma City,Vazquez Point,35.4676,-97.5164,Drug Offense,1,0,No Arrest,Medium
C1970,2023-07-26,07:20,Houston,Darren Squares,29.7604,-95.3698,Vandalism,1,2,Arrest Made,Low
C1971,2025-05-23,10:10,Austin,David Springs,30.2672,-97.7431,Fraud,1,0,No Arrest,Medium
C1972,2023-07-19,23:16,Dallas,Douglas Shores,32.7767,-96.797,Homicide,1,1,Arrest Made,High
C1973,2023-11-16,21:16,Austin,Jocelyn Hollow,30.2672,-97.7431,Theft,1,2,Arrest Made,Low
C1974,2023-09-29,09:11,Little Rock,Mcdonald Port,34.7465,-92.2896,Homicide,1,1,Arrest Made,High
C1975,2024-12-23,17:03,Little Rock,Hoffman Crescent,34.7465,-92.2896,Vandalism,1,2,Arrest Made,Low
C1976,2025-02-05,22:46,San Antonio,Hudson Summit,29.4241,-98.4936,Robbery,1,1,Arrest Made,High
C1977,2024-10-15,05:00,Dallas,Berry Club,32.7767,-96.797,Burglary,1,0,No Arrest,Medium
C1978,2024-11-14,14:13,Houston,Shane Mall,29.7604,-95.3698,Robbery,1,1,Arrest Made,High
C1979,2024-07-13,23:07,Little Rock,Dean Haven,34.7465,-92.2896,Robbery,1,1,Arrest Made,High
C1980,2024-07-18,19:30,Dallas,Orr Way,32.7767,-96.797,Burglary,1,0,No Arrest,Medium
C1981,2024-12-09,08:57,Oklahoma City,Katherine Fall,35.4676,-97.5164,Homicide,1,1,Arrest Made,High
C1982,2023-07-05,13:08,Houston,David Mountains,29.7604,-95.3698,Homicide,1,1,Arrest Made,High
C1983,2023-12-31,22:59,San Antonio,Jamie Ways,29.4241,-98.4936,Robbery,1,2,Arrest Made,High
C1984,2024-02-17,18:27,Houston,Brown Burg,29.7604,-95.3698,Drug Offense,1,2,Arrest Made,Medium
C1985,2025-01-14,14:10,Austin,Smith Motorway,30.2672,-97.7431,Robbery,1,0,No Arrest,High
C1986,2024-09-12,15:58,Houston,Sarah Junction,29.7604,-95.3698,Fraud,1,2,Arrest Made,Medium
C1987,2023-10-29,10:23,Austin,Cassandra Plains,30.2672,-97.7431,Fraud,1,1,Arrest Made,Medium
C1988,2023-07-21,00:44,Tulsa,Simmons Inlet,36.15398,-95.99277,Robbery,1,0,No Arrest,High
C1989,2024-05-20,11:44,Little Rock,Jacqueline Parkways,34.7465,-92.2896,Vandalism,1,2,Arrest Made,Low
C1990,2024-11-23,21:43,San Antonio,Christy River,29.4241,-98.4936,Robbery,1,2,Arrest Made,High
C1991,2023-07-07,05:11,Austin,Daniel Union,30.2672,-97.7431,Homicide,1,1,Arrest Made,High
C1992,2025-03-26,13:09,Austin,Wolf Knolls,30.2672,-97.7431,Robbery,1,2,Arrest Made,High
C1993,2023-10-27,16:42,San Antonio,Esparza Plains,29.4241,-98.4936,Burglary,1,2,Arrest Made,Medium
C1994,2024-06-28,17:10,Tulsa,Day Overpass,36.15398,-95.99277,Fraud,1,0,No Arrest,Medium
C1995,2023-07-25,10:10,Little Rock,Sutton Streets,34.7465,-92.2896,Drug Offense,1,2,Arrest Made,Medium
C1996,2025-05-04,07:17,Oklahoma City,Garcia Wells,35.4676,-97.5164,Homicide,1,1,Arrest Made,High
C1997,2024-09-18,21:19,Kansas City,Gregory Turnpike,39.0997,-94.5786,Drug Offense,1,1,Arrest Made,Medium
C1998,2024-12-15,21:25,Houston,Meredith Unions,29.7604,-95.3698,Drug Offense,1,0,No Arrest,Medium
C1999,2023-08-21,18:10,Kansas City,Robin Streets,39.0997,-94.5786,Burglary,1,0,No Arrest,Medium
C2000,2024-06-02,22:26,Dallas,Stuart Cape,32.7767,-96.797,Vandalism,1,2,Arrest Made,Low
