Crime ID,Date,Time,City,Location,Crime Type,Severity,Arrest Made,Number of Arrests,Hour,DOW,TimeBlock,Cluster
C1950,2023-06-13,18:23,Austin,Chad Cliffs,Theft,Low,Arrest Made,1,18,Tuesday,Evening,1
C1951,2024-08-19,14:51,Houston,Howell Creek,Robbery,High,No Arrest,0,14,Monday,Afternoon,1
C1952,2023-06-21,20:04,Oklahoma City,Jerome Rapid,Fraud,Medium,Arrest Made,1,20,Wednesday,Evening,1
C1953,2025-01-06,17:23,Houston,Michael Village,Robbery,High,Arrest Made,2,17,Monday,Evening,1
C1954,2024-02-11,23:36,Oklahoma City,Blair Prairie,Homicide,High,Arrest Made,1,23,Sunday,Night,1
C1955,2024-03-07,17:15,Tulsa,Lisa Mall,Assault,Medium,No Arrest,0,17,Thursday,Evening,0
C1956,2023-12-26,01:00,Oklahoma City,Oscar Hill,Drug Offense,Medium,No Arrest,0,1,Tuesday,Night,1
C1957,2023-11-07,19:31,Houston,Moreno Mountain,Vandalism,Low,No Arrest,0,19,Tuesday,Evening,1
C1958,2023-08-28,16:58,Oklahoma City,Michael Cliffs,Drug Offense,Medium,Arrest Made,2,16,Monday,Afternoon,1
C1959,2024-03-29,12:59,Little Rock,Campbell Plains,Robbery,High,No Arrest,0,12,Friday,Afternoon,0
C1960,2025-02-06,12:56,Little Rock,Hill Trail,Theft,Low,No Arrest,0,12,Thursday,Afternoon,0
C1961,2025-01-20,12:21,Houston,Philip Stravenue,Fraud,Medium,Arrest Made,2,12,Monday,Afternoon,1
C1962,2024-11-01,07:29,Houston,Gordon Parks,Drug Offense,Medium,Arrest Made,1,7,Friday,Morning,1
C1963,2024-07-20,02:38,San Antonio,George Shoal,Vandalism,Low,Arrest Made,1,2,Saturday,Night,1
C1964,2025-05-31,07:12,Oklahoma City,Pennington Gateway,Burglary,Medium,No Arrest,0,7,Saturday,Morning,1
C1965,2025-04-01,21:23,Kansas City,Miller Corners,Fraud,Medium,Arrest Made,2,21,Tuesday,Night,0
C1966,2025-03-21,09:58,Little Rock,Jay Forges,Fraud,Medium,No Arrest,0,9,Friday,Morning,0
C1967,2023-06-19,01:53,Austin,Williams Orchard,Vandalism,Low,Arrest Made,2,1,Monday,Night,1
C1968,2023-08-19,11:16,Dallas,Lisa Forks,Theft,Low,No Arrest,0,11,Saturday,Morning,1
C1969,2024-12-28,22:36,Oklahoma City,Vazquez Point,Drug Offense,Medium,No Arrest,0,22,Saturday,Night,1
C1970,2023-07-26,07:20,Houston,Darren Squares,Vandalism,Low,Arrest Made,2,7,Wednesday,Morning,1
C1971,2025-05-23,10:10,Austin,David Springs,Fraud,Medium,No Arrest,0,10,Friday,Morning,1
C1972,2023-07-19,23:16,Dallas,Douglas Shores,Homicide,High,Arrest Made,1,23,Wednesday,Night,1
C1973,2023-11-16,21:16,Austin,Jocelyn Hollow,Theft,Low,Arrest Made,2,21,Thursday,Night,1
C1974,2023-09-29,09:11,Little Rock,Mcdonald Port,Homicide,High,Arrest Made,1,9,Friday,Morning,0
C1975,2024-12-23,17:03,Little Rock,Hoffman Crescent,Vandalism,Low,Arrest Made,2,17,Monday,Evening,0
C1976,2025-02-05,22:46,San Antonio,Hudson Summit,Robbery,High,Arrest Made,1,22,Wednesday,Night,1
C1977,2024-10-15,05:00,Dallas,Berry Club,Burglary,Medium,No Arrest,0,5,Tuesday,Morning,1
C1978,2024-11-14,14:13,Houston,Shane Mall,Robbery,High,Arrest Made,1,14,Thursday,Afternoon,1
C1979,2024-07-13,23:07,Little Rock,Dean Haven,Robbery,High,Arrest Made,1,23,Saturday,Night,0
C1980,2024-07-18,19:30,Dallas,Orr Way,Burglary,Medium,No Arrest,0,19,Thursday,Evening,1
C1981,2024-12-09,08:57,Oklahoma City,Katherine Fall,Homicide,High,Arrest Made,1,8,Monday,Morning,1
C1982,2023-07-05,13:08,Houston,David Mountains,Homicide,High,Arrest Made,1,13,Wednesday,Afternoon,1
C1983,2023-12-31,22:59,San Antonio,Jamie Ways,Robbery,High,Arrest Made,2,22,Sunday,Night,1
C1984,2024-02-17,18:27,Houston,Brown Burg,Drug Offense,Medium,Arrest Made,2,18,Saturday,Evening,1
C1985,2025-01-14,14:10,Austin,Smith Motorway,Robbery,High,No Arrest,0,14,Tuesday,Afternoon,1
C1986,2024-09-12,15:58,Houston,Sarah Junction,Fraud,Medium,Arrest Made,2,15,Thursday,Afternoon,1
C1987,2023-10-29,10:23,Austin,Cassandra Plains,Fraud,Medium,Arrest Made,1,10,Sunday,Morning,1
C1988,2023-07-21,00:44,Tulsa,Simmons Inlet,Robbery,High,No Arrest,0,0,Friday,Night,0
C1989,2024-05-20,11:44,Little Rock,Jacqueline Parkways,Vandalism,Low,Arrest Made,2,11,Monday,Morning,0
C1990,2024-11-23,21:43,San Antonio,Christy River,Robbery,High,Arrest Made,2,21,Saturday,Night,1
C1991,2023-07-07,05:11,Austin,Daniel Union,Homicide,High,Arrest Made,1,5,Friday,Morning,1
C1992,2025-03-26,13:09,Austin,Wolf Knolls,Robbery,High,Arrest Made,2,13,Wednesday,Afternoon,1
C1993,2023-10-27,16:42,San Antonio,Esparza Plains,Burglary,Medium,Arrest Made,2,16,Friday,Afternoon,1
C1994,2024-06-28,17:10,Tulsa,Day Overpass,Fraud,Medium,No Arrest,0,17,Friday,Evening,0
C1995,2023-07-25,10:10,Little Rock,Sutton Streets,Drug Offense,Medium,Arrest Made,2,10,Tuesday,Morning,0
C1996,2025-05-04,07:17,Oklahoma City,Garcia Wells,Homicide,High,Arrest Made,1,7,Sunday,Morning,1
C1997,2024-09-18,21:19,Kansas City,Gregory Turnpike,Drug Offense,Medium,Arrest Made,1,21,Wednesday,Night,0
C1998,2024-12-15,21:25,Houston,Meredith Unions,Drug Offense,Medium,No Arrest,0,21,Sunday,Night,1
C1999,2023-08-21,18:10,Kansas City,Robin Streets,Burglary,Medium,No Arrest,0,18,Monday,Evening,0
C2000,2024-06-02,22:26,Dallas,Stuart Cape,Vandalism,Low,Arrest Made,2,22,Sunday,Night,1
